Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,text_4.started,text_4.stopped,texto_final.started,texto_final.stopped,participant,session,date,expName,psychopyVersion,frameRate,
400,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,1,1,0,0,34,34,29,,,114.1599870600272,115.15969170001335,115.15969170001335,None,4.619791666666667,1.2556467999820597,115.15969170001335,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,1,1,0,0,35,35,7,,,115.49268808001652,None,116.45948640001006,None,5.4140625,1.1872166999964975,116.45948640001006,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,2,2,1,0,0,0,34,,,116.75934290001169,None,117.74265329999616,None,3.3307291666666665,1.2649917000089772,117.74265329999616,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,2,2,1,0,1,1,14,,,118.05960294002435,119.05967819999205,119.05967819999205,None,4.665364583333333,1.2386185000068508,119.05967819999205,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,2,2,1,0,2,2,35,,,119.32596432003193,None,120.31004660000326,None,3.1875,1.262358000036329,120.31004660000326,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,2,2,1,0,3,3,7,,,120.64240145999939,None,121.64279260003241,None,2.3671875,1.2388632000074722,121.64279260003241,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,2,2,1,0,4,4,11,,,121.9592764800298,None,122.94427310000174,None,3.565104166666667,1.2804101000074297,122.94427310000174,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,2,2,1,0,5,5,2,,,123.34235232002102,None,124.32578680000734,None,4.53515625,1.170366499980446,124.32578680000734,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,2,2,1,0,6,6,0,,,124.62558644000674,None,125.59450850001303,None,3.545572916666667,1.1875498000299558,125.59450850001303,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,2,2,1,0,7,7,31,,,125.8592896600254,None,126.84215099998983,None,2.555989583333333,1.2002337000449188,126.84215099998983,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,2,2,1,0,8,8,9,,,127.22565649996977,128.2267839999986,128.2267839999986,None,3.3763020833333335,1.15391140000429,128.2267839999986,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,2,2,1,0,9,9,23,,,128.4255281400168,None,129.4086466000299,None,3.721354166666667,1.2151043000048958,129.4086466000299,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,2,2,1,0,10,10,26,,,129.692095459986,130.69232590001775,130.69232590001775,None,2.9270833333333335,1.2612912000040524,130.69232590001775,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
